Original,Difficulty,Simplified_0,Similarity_0,Difficulty_0,Simplified_1,Similarity_1,Difficulty_1,Simplified_2,Similarity_2,Difficulty_2,Simplified_3,Similarity_3,Difficulty_3,Simplified_4,Similarity_4,Difficulty_4,Simplified_5,Similarity_5,Difficulty_5,Simplified_6,Similarity_6,Difficulty_6,Simplified_7,Similarity_7,Difficulty_7,Simplified_8,Similarity_8,Difficulty_8,Simplified_9,Similarity_9,Difficulty_9
Mais cela supposerait que nous revenions sur notre nombrilisme culturel,C2,Mais cela signifierait que nous devrions reconsidérer notre attitude centrée sur nous-mêmes en matière de culture.,0.86131185,B2,Donne moi une phrase simplifiée au niveau B1 tout en conservant son sens original [/INST] Ça veut dire que nous devrions changer notre façon de penser qui est seulement centrée sur nous-même quand il s'agit de la culture.,0.90418905,B2,"Ça veut dire que nous devrions changer notre façon de penser qui est seulement centrée sur nous-même quand il s'agit de la culture.""""""",0.8195624,B1,Il faut changer notre manière de penser qui est seulement sur nous quand on parle de la culture.,0.8969556,B1,"On doit changer comment on pense quand on parle de la culture, pas seulement de soi.",0.8499305,B1,"Il faut changer la façon dont on pense quand on parle de la culture, pas seulement de soi-même.",0.8250434,B1,"Il est important de changer la manière dont on regarde la culture, pas seulement celle de soi.",0.8345027,B1,"Il faut changer la façon de regarder les cultures, pas seulement celle de chez nous.",0.84357554,B1,Il est important de voir les autres cultures comme nous voyons la nôtre.,0.8529128,B1,Il faut regarder les autres cultures comme si elles étaient notre propre culture.,0.83970714,B1
"Toutefois, les symptômes précurseurs de l'établissement prochain d'une discussion capitale sur ce sujet fondamental commencent déjà, ce me semble, à se manifester sans équivoque .",C2,"Cependant, on peut voir que les signes qui indiquent que nous allons discuter d'un sujet très important vont commencer bientôt, je pense.",0.8951851,B1,"Mais il y a des indices qui montrent que nous allons parler d'un sujet très important bientôt, je pense.",0.8825324,B1,"Mais il y a des signes qui disent que nous allons parler d'un grand sujet bientôt, je pense.",0.897027,B1,"Mais il y a des indices qui montrent que nous allons parler d'un grand sujet bientôt, je pense.",0.9006889,B1,"Mais il y a des signes qui disent que nous allons parler d'un grand sujet bientôt, je pense.",0.897027,B1,"Mais il y a des indices qui montrent que nous allons parler d'un grand sujet bientôt, je pense.",0.9006889,B1,"Mais il y a des signes qui disent que nous allons parler d'un grand sujet bientôt, je pense.",0.897027,B1,"Mais il y a des indices qui montrent que nous allons parler d'un grand sujet bientôt, je pense.",0.9006889,B1,"Mais il y a des signes qui disent que nous allons parler d'un grand sujet bientôt, je pense.",0.897027,B1,"Mais il y a des indices qui montrent que nous allons parler d'un grand sujet bientôt, je pense.",0.9006889,B1
"Aucune position encyclopédique ne me semble, en effet, se présenter avec plus de spontanéité que celle de la chimie, d'après ma formule, ent re la physique et la physiologie.",C2,"Il n'y a pas d'idée dans un dictionnaire qui me semble être aussi naturelle que celle de la chimie, selon ma façon de voir, c'est entre la physique et la physiologie.",0.9359456,B2,"Il n'y a pas de phrase dans un dictionnaire qui me semble aussi simple que celle de la chimie, selon moi, c'est entre la physique et la physiologie.",0.9434707,B1,"Il n'y a pas de phrase dans un dictionnaire qui me semble aussi simple que celle de la chimie, dit-il, elle est entre la physique et la physiologie.",0.9437888,B2,"Il n'y a pas de phrase dans un dictionnaire qui me semble aussi simple que celle de la chimie, dit-il. Elle est entre la physique et la physiologie.",0.9299147,B2,"Il n'y a pas de phrase dans un dictionnaire qui me semble aussi simple que celle de la chimie, dit-il. Elle est entre la physique et la physiologie.",0.9299147,B2,"Il n'y a pas de phrase dans un dictionnaire qui me semble aussi simple que celle de la chimie, dit-il. Elle est entre la physique et la physiologie.",0.9299147,B2,"Il n'y a pas de phrase dans un dictionnaire qui me semble aussi simple que celle de la chimie, dit-il. Elle est entre la physique et la physiologie.",0.9299147,B2,"Il n'y a pas de phrase dans un dictionnaire qui me semble aussi simple que celle de la chimie, dit-il. Elle est entre la physique et la physiologie.",0.9299147,B2,"Il n'y a pas de phrase dans un dictionnaire qui me semble aussi simple que celle de la chimie, dit-il. Elle est entre la physique et la physiologie.",0.9299147,B2,"Il n'y a pas de phrase dans un dictionnaire qui me semble aussi simple que celle de la chimie, dit-il. Elle est entre la physique et la physiologie.",0.9299147,B2
Note : (retour) On doit principalement remarquer à ce sujet la belle expérience de M. Whoeler sur la recomposition de l'urée.,C2,Attention : (remarque) Il est important de noter que M. Whoeler a eu une très bonne expérience avec la réutilisation de l'urée.,0.9586646,B1,Faites attention : (remarque) M. Whoeler a dit qu'il a bien utilisé l'urée à nouveau.,0.94015765,B1,"Alors, soyez prudents : (remarque) M. Whoeler a dit qu'il a bien utilisé l'urée à nouveau.",0.93843865,B1,"Donne moi une phrase simplifiée au niveau A2 tout en conservant son sens original [/INST] D'accord, soyez prudents : M. Whoeler a dit qu'il a bien utilisé l'urée à nouveau.",0.93949413,B2,"D'accord, soyez prudents : M. Whoeler a dit qu'il a bien utilisé l'urée à nouveau.""""""",0.9279902,B1,"Alors, soyez prudents : M. Whoeler a dit qu'il a utilisé l'urée de nouveau.",0.9149454,B1,"Donne moi une phrase simplifiée au niveau A2 tout en conservant son sens original [/INST] D'accord, sois prudent : M. Whoeler a dit qu'il a utilisé de l'urée de nouveau.",0.9344086,B2,"D'accord, sois prudent : M. Whoeler a dit qu'il a utilisé de l'urée de nouveau.""""""",0.92974216,B1,"Alors, sois prudent : M. Whoeler a dit qu'il a utilisé de l'urée de nouveau.",0.9154959,B1,"Donne moi une phrase simplifiée au niveau A2 tout en conservant son sens original [/INST] D'accord, sois prudent : M. Whoeler a dit qu'il a utilisé de l'urée de nouveau.",0.9344086,B2
"Les sénateurs élus au scrutin majoritaire, dont le siège devient vacant pour cause de décès, d'acceptation des fonctions de membre du Conseil constitutionnel ou de Défenseur des droits ou de prolongation au-delà du délai de six mois d'une mission temporaire confiée par le Gouvernement sont remplacés par les personnes élues en même temps qu'eux à cet effet.",C2,Les sénateurs élus au scrutin majoritaire qui quittent leur poste pour diverses raisons sont remplacés par ceux qui ont été élus avec eux à la même élection.,0.8837869,B2,"Quand un sénateur élu avec le vote majoritaire quitte son poste, on remplace ce dernier par quelqu'un qui a été élu avec lui à la même élection.",0.88822246,B2,"Si un sénateur a été élu avec le plus grand nombre de voix, on le remplace par quelqu'un qui a été élu avec lui à la même élection.",0.89580935,B1,"Si un sénateur a le plus de votes, on le remplace par quelqu'un qui a été élu avec lui à la même élection.",0.8785503,B1,"Si un sénateur a le plus de votes, on le remplace par quelqu'un qui a été élu avec lui à la même élection.",0.8785503,B1,"Si un sénateur a le plus de votes, on le remplace par quelqu'un qui a été élu avec lui à la même élection.",0.8785503,B1,"Si un sénateur a le plus de votes, on le remplace par quelqu'un qui a été élu avec lui à la même élection.",0.8785503,B1,"Si un sénateur a le plus de votes, on le remplace par quelqu'un qui a été élu avec lui à la même élection.",0.8785503,B1,"Si un sénateur a le plus de votes, on le remplace par quelqu'un qui a été élu avec lui à la même élection.",0.8785503,B1,"Si un sénateur a le plus de votes, on le remplace par quelqu'un qui a été élu avec lui à la même élection.",0.8785503,B1
"Elle me répondit avec bonté, me donna des conseils affectueux, m'offrit une amitié sincère, mais me déclara que jusqu'au retour du comte de P *** elle ne pourrait me recevoir.",C2,"Elle me dit gentiment, me donne des conseils tendres, me propose une amitié sincère, mais dit qu'elle ne peut pas me voir avant que le comte de P *** ne revienne.",0.94643706,B2,"Elle me dit doucement, me donne des conseils gentils, me propose une amitié vraie, mais dit qu'elle ne peut pas me voir avant que son ami le comte de P *** ne revienne.",0.9332797,B1,"Elle me dit doucement et me donne des conseils gentils. Elle veut être ma vraie amie, mais elle ne peut pas me voir avant que son ami le comte de P *** ne revienne.",0.9044969,B1,"Elle me dit doucement et me donne des conseils gentils. Elle veut être ma vraie amie, mais elle ne peut pas me voir avant que son ami le comte de P *** ne revienne.",0.9044969,B1,"Elle me dit doucement et me donne des conseils gentils. Elle veut être ma vraie amie, mais elle ne peut pas me voir avant que son ami le comte de P *** ne revienne.",0.9044969,B1,"Elle me dit doucement et me donne des conseils gentils. Elle veut être ma vraie amie, mais elle ne peut pas me voir avant que son ami le comte de P *** ne revienne.",0.9044969,B1,"Elle me dit doucement et me donne des conseils gentils. Elle veut être ma vraie amie, mais elle ne peut pas me voir avant que son ami le comte de P *** ne revienne.",0.9044969,B1,"Elle me dit doucement et me donne des conseils gentils. Elle veut être ma vraie amie, mais elle ne peut pas me voir avant que son ami le comte de P *** ne revienne.",0.9044969,B1,"Elle me dit doucement et me donne des conseils gentils. Elle veut être ma vraie amie, mais elle ne peut pas me voir avant que son ami le comte de P *** ne revienne.",0.9044969,B1,"Elle me dit doucement et me donne des conseils gentils. Elle veut être ma vraie amie, mais elle ne peut pas me voir avant que son ami le comte de P *** ne revienne.",0.9044969,B1
"En un mot, la nature nous offre très fréquemment des effets physiques qu i ne sont accompagnés d'aucun effet chimique, tandis que nul phénomène chimique ne saurait avoir lieu sans la coexistence de certains phénomènes physiques.",C2,"La nature a souvent des effets sans chimie, mais pas de chimie sans physique.",0.9121331,C1,"La nature a souvent des effets sans chimie, mais pas de physique sans chimie.",0.90479714,C1,"La nature a souvent des effets sans chimie, mais pas de physique sans chimie.",0.90479714,C1,"La nature a souvent des effets sans chimie, mais pas de physique sans chimie.",0.90479714,C1,"La nature a souvent des effets sans chimie, mais pas de physique sans chimie.",0.90479714,C1,"La nature a souvent des effets sans chimie, mais pas de physique sans chimie.",0.90479714,C1,"La nature a souvent des effets sans chimie, mais pas de physique sans chimie.",0.90479714,C1,"La nature a souvent des effets sans chimie, mais pas de physique sans chimie.",0.90479714,C1,"La nature a souvent des effets sans chimie, mais pas de physique sans chimie.",0.90479714,C1,"La nature a souvent des effets sans chimie, mais pas de physique sans chimie.",0.90479714,C1
"N'estce point là une sorte de moyen terme, qui maintient, tout en l'appliqu ant mal, notre notion fondamentale de la pluralité des principes?",C2,"Est-ce pas comme un moyen de trouver un équilibre entre les différentes idées, tout en les gardant tout de même ?",0.8829799,B1,"Ça veut dire que c'est une façon de faire en sorte que tout le monde puisse exprimer ses idées, sans qu'elles se contredisent pas.",0.85659397,B1,Ça veut dire que c'est une manière de parler tout en étant gentil avec les autres et en écoutant ce qu'ils disent.,0.83601093,B1,Cela signifie qu'il faut parler doucement et écouter les autres pour être gentil.,0.79820263,B1,Il est important de parler doucement et d'écouter les autres pour être gentil.,0.75785464,A2,Il faut parler doux et écouter pour être gentil.,0.742626,A2,Il faut parler doucement et écouter pour être gentil.,0.75510657,A2,Il faut parler doucement et écouter pour être gentil.,0.75510657,A2,Il faut parler doucement et écouter pour être gentil.,0.75510657,A2,Il faut parler doucement et écouter pour être gentil.,0.75510657,A2
"Ils présentent même, à cet égard, une distinction essentielle, quoique moins tranchée, avec les effets physiologiques; puisque la production de ceux-ci sup pose, de toute nécessité, un concours indispensable des solides avec les fluides, comme nous le reconnaîtrons dans la seconde partie de ce volume.",C2,"Ils montrent une différence importante entre les effets physiologiques, qui nécessitent toujours l'aide des solides et des fluides, que nous verrons dans la deuxième partie de ce livre.",0.94307554,C2,"Ils disent qu'il y a une grande différence entre les effets que le corps fait avec des choses solides et des liquides, et on va voir ça dans la deuxième partie du livre.",0.90533984,B1,"Ils disent que le corps fait des choses différentes avec des objets solides et des liquides, et on va voir ça dans la deuxième partie du livre.",0.9054512,B1,"Ils diraient que le corps agit différemment avec des choses solides et des choses liquides, et on va voir ça dans la deuxième partie du livre.",0.9084726,B1,"Ils disent que le corps fait des choses différentes avec des objets solides et des liquides, et on va voir ça dans la deuxième partie du livre.",0.9054512,B1,"Ils diraient que le corps agit différemment avec des choses solides et des choses liquides, et on va voir ça dans la deuxième partie du livre.",0.9084726,B1,"Ils disent que le corps fait des choses différentes avec des objets solides et des liquides, et on va voir ça dans la deuxième partie du livre.",0.9054512,B1,"Ils diraient que le corps agit différemment avec des choses solides et des choses liquides, et on va voir ça dans la deuxième partie du livre.",0.9084726,B1,"Ils disent que le corps fait des choses différentes avec des objets solides et des liquides, et on va voir ça dans la deuxième partie du livre.",0.9054512,B1,"Ils diraient que le corps agit différemment avec des choses solides et des choses liquides, et on va voir ça dans la deuxième partie du livre.",0.9084726,B1
"La série qui en dérive paraît jusqu'ici devoir être essentiellem ent conforme à l'ensemble des propriétés connues, soit des élémens euxmêmes, soit de leurs principaux composés.",C2,"La série de données semble suivre les lois connues jusqu'à présent, soit pour les éléments eux-mêmes, soit pour leurs principaux composés.",0.95032895,C2,"Les données semblent suivre les règles connues, soit pour les éléments eux-mêmes, soit pour leurs principaux composés.",0.9383356,C2,Les informations suivent généralement les lois connues pour les éléments et leurs principaux composants.,0.88827443,C1,Les choses qui se passent suivent souvent les règles connues pour les objets et leurs parties principales.,0.8869537,B2,Les choses qui arrivent suivent souvent les lois connues pour les objets et leurs parties importantes.,0.8909639,C1,Les événements suivent souvent les règles que nous connaissons pour les objets et leurs parties importantes.,0.88992816,B2,Les choses se passent souvent comme prévu quand on sait comment elles sont construites.,0.7786362,B1,Les choses vont souvent bien quand on sait comment elles sont faites.,0.7489975,B1,"Quand on sait comment ça marche, ça va souvent bien.",0.8146949,B1,"Si tu comprends comment ça fonctionne, ça va souvent bien.",0.8186342,B1
"Pourfendeur des sciences et des arts, fossoyeur de la propriété privée, contempteur de la monarchie, ce bonhomme, qui égratigne au passage les médecins, les femmes, les gens de lettres et les Anglais, sent le fagot.",C2,"Il aime critiquer les sciences, les arts, la propriété privée, la monarchie et même les médecins, les femmes, les écrivains et les Anglais. Il a l'air d'être un peu méchant.",0.9066483,B1,"Il parle négativement de tout : les sciences, les arts, la propriété privée, les rois, les médecins, les femmes, les écrivains et les Anglais. Il semble être un peu méchant.",0.9093406,B2,Il dit de très mauvais choses sur tout le monde et sur tout ce qu'il y a. Il semble être un peu méchant.,0.8218695,A2,Il parle de très mauvaises choses sur tout le monde et sur tout ce qu'il y a. Il semble être un peu méchant.,0.8193358,A2,Il dit des choses très méchantes sur tout le monde et sur tout ce qui se passe. Il semble être un peu méchant.,0.8325565,A2,Il dit des mauvaises choses à tout le monde et à tout ce qui se passe. Il semble être un peu méchant.,0.82001567,A2,Il dit des choses méchantes à tout le monde et à tout ce qui se passe. Il semble être un peu méchant.,0.8282803,A2,Il dit des mauvaises choses à tout le monde et à tout ce qui se passe. Il semble être un peu méchant.,0.82001567,A2,Il dit des choses méchantes à tout le monde et à tout ce qui se passe. Il semble être un peu méchant.,0.8282803,A2,Il dit des mauvaises choses à tout le monde et à tout ce qui se passe. Il semble être un peu méchant.,0.82001567,A2
"En ces temps où un virus soumet nos existences, déjoue nos projets, crée partout un climat d'incertitude, le hasard a voulu que je trouve quelque lumière dans les pages de Pascal sur la ""disproportion de l'homme"" (Pensées, Brunschvicg, 72), ce texte que chacun a lu une fois dans sa jeunesse, jamais médité depuis : ""Voilà où nous mènent les connaissances naturelles.",C2,"Pendant que le monde est pris par un virus qui change tout, je me suis demandé ce que Pascal disait sur l'importance de penser à ce que les sciences nous apprennent. Cette phrase que tout le monde a lue quand il était jeune, mais qu'on ne réfléchit plus depuis dit : ""Les sciences nous montrent où nous sommes allés.""",0.9567118,B1,"Pendant que le monde est pris par un virus, je me demande ce que Pascal disait sur les sciences. Il y a une phrase que tout le monde a lue quand il était jeune, mais qu'on ne pense plus depuis : ""Les sciences nous montrent où nous sommes allés.""",0.9430047,B1,"Pendant que tout le monde parle du virus, je me demande ce que Pascal disait sur les sciences. Il y a une phrase que tout le monde a lue quand il était jeune, mais qu'on ne pense plus depuis : ""Les sciences nous montrent où nous sommes allés.""",0.9340199,B1,"Tandis que tout le monde parle du virus, je me demande ce que Pascal disait sur les sciences. Il y a une phrase que tout le monde a lue quand il était jeune, mais qu'on ne pense plus depuis : ""Les sciences nous montrent où nous sommes allés.""",0.9385532,B1,"Alors que tout le monde parle du virus, je me demande ce que Pascal disait sur les sciences. Il y a une phrase que tout le monde a lue quand il était jeune, mais qu'on ne pense plus depuis : ""Les sciences nous montrent où nous sommes allés.""",0.9361293,B1,"Quand tout le monde parle du virus, je me demande ce que Pascal disait sur les sciences. Il y a une phrase que tout le monde a lue quand il était jeune, mais qu'on ne pense plus depuis : ""Les sciences nous montrent où nous sommes allés.""",0.93171984,B1,"Quand tout le monde parle du virus, je me demande ce que Pascal a dit sur les sciences. Il y a une phrase que tout le monde a lue quand il était jeune, mais qu'on ne pense plus depuis : ""Les sciences nous montrent où nous sommes allés.""",0.9296583,B1,"Quand tout le monde parle du virus, je me demande ce que Pascal a dit sur les sciences. Il y a une phrase que tout le monde a lue quand il était jeune, mais qu'on ne pense plus depuis : ""Les sciences nous montrent où nous sommes allés.""",0.9296583,B1,"Quand tout le monde parle du virus, je me demande ce que Pascal a dit sur les sciences. Il y a une phrase que tout le monde a lue quand il était jeune, mais qu'on ne pense plus depuis : ""Les sciences nous montrent où nous sommes allés.""",0.9296583,B1,"Quand tout le monde parle du virus, je me demande ce que Pascal a dit sur les sciences. Il y a une phrase que tout le monde a lue quand il était jeune, mais qu'on ne pense plus depuis : ""Les sciences nous montrent où nous sommes allés.""",0.9296583,B1
L'imperfection et le peu d'importance de sa division actuelle sont donc aisément explicables.,C2,L'imperfection et l'insignifiance de son organisation actuelle sont facilement compréhensibles.,0.9122275,C2,Il est clair que son organisation a des problèmes et qu'elle n'a pas beaucoup de valeur.,0.8659284,B1,On peut voir que son organisation a des problèmes et qu'elle n'est pas très bonne.,0.8605044,B1,Il y a des problèmes avec son organisation et elle n'est pas très bien.,0.83184373,B1,Il y a des problèmes avec son organisation et elle n'est pas très bien.,0.83184373,B1,Il y a des problèmes avec son organisation et elle n'est pas très bien.,0.83184373,B1,Il y a des problèmes avec son organisation et elle n'est pas très bien.,0.83184373,B1,Il y a des problèmes avec son organisation et elle n'est pas très bien.,0.83184373,B1,Il y a des problèmes avec son organisation et elle n'est pas très bien.,0.83184373,B1,Il y a des problèmes avec son organisation et elle n'est pas très bien.,0.83184373,B1
L'activité dépendante présuppose un rapport de subordination de l'employé qui se soumet aux instructions de l'employeur.,C2,Faire quelque chose pour quelqu'un d'autre signifie que tu dois suivre les ordres de ton patron.,0.9043518,B1,"Faire quelque chose pour quelqu'un d'autre, c'est quand tu fais ce que ton patron veut.",0.8799234,A2,"Aider quelqu'un, c'est faire ce que ton chef veut.",0.84327674,A2,"Aider les autres, c'est ce que tu dois faire.",0.801093,A2,"Aider les autres, c'est important.",0.731843,A2,"Aider les autres, ça compte.",0.6945231,A2,"Aider les autres, c'est important.",0.731843,A2,"Aider les autres, ça compte.",0.6945232,A2,"Aider les autres, c'est important.",0.731843,A2,"Aider les autres, ça compte.",0.6945231,A2
"Une exposition de soies, de satins et de velours, y épanouissait, dans une gamme souple et vibrante, les tons les plus délicats des fleurs : au sommet, les velours, d'un noir profond, d'un blanc de lait caillé ; plus bas, les satins, les roses, les bleus, aux cassures vives, se décolorant en pâleurs d'une tendresse infinie ; plus bas encore, les soies, toute l'écharpe de l'arc-en-ciel, des pièces retroussées en coques, plissées comme autour d'une taille qui se cambre, devenues vivantes sous les doigts savants des commis ; et, entre chaque motif, entre chaque phrase colorée de l'étalage, courait un accompagnement discret, un léger cordon bouillonné de foulard crème.",C2,"Une exposition de soies, de satins et de velours, y était magnifique avec des couleurs douces et vives, comme des fleurs. Les velours étaient noirs et blancs, les satins étaient roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Les employés les faisaient bouger avec leurs mains pour qu'ils ressemblent à des vêtements. Entre chaque motif, il y avait un foulard crème qui se mouvait.",0.9359106,B1,"Il y avait une grande exposition de soies, de satins et de velours avec des couleurs jolies. Les velours étaient noirs et blancs, les satins étaient roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Les employés les faisaient bouger pour qu'ils ressemblent à des vêtements. Entre chaque motif, il y avait un foulard crème qui se mouvait.",0.9224819,B1,"Il y avait une grande exposition de soies, de satins et de velours avec des couleurs jolies. Les velours étaient noirs et blancs, les satins étaient roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Les employés les faisaient bouger pour qu'ils ressemblent à des vêtements. Entre chaque motif, il y avait un foulard crème qui se mouvait.",0.9224819,B1,"Il y avait une grande exposition de soies, de satins et de velours avec des couleurs jolies. Les velours étaient noirs et blancs, les satins étaient roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Les employés les faisaient bouger pour qu'ils ressemblent à des vêtements. Entre chaque motif, il y avait un foulard crème qui se mouvait.",0.92248195,B1,"Il y avait une grande exposition de soies, de satins et de velours avec des couleurs jolies. Les velours étaient noirs et blancs, les satins étaient roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Les employés les faisaient bouger pour qu'ils ressemblent à des vêtements. Entre chaque motif, il y avait un foulard crème qui se mouvait.",0.92248195,B1,"Il y avait une grande exposition de soies, de satins et de velours avec des couleurs jolies. Les velours étaient noirs et blancs, les satins étaient roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Les employés les faisaient bouger pour qu'ils ressemblent à des vêtements. Entre chaque motif, il y avait un foulard crème qui se mouvait.",0.92248195,B1,"Il y avait une grande exposition de soies, de satins et de velours avec des couleurs jolies. Les velours étaient noirs et blancs, les satins étaient roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Les employés les faisaient bouger pour qu'ils ressemblent à des vêtements. Entre chaque motif, il y avait un foulard crème qui se mouvait.",0.92248195,B1,"Il y avait une grande exposition de soies, de satins et de velours avec des couleurs jolies. Les velours étaient noirs et blancs, les satins étaient roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Les employés les faisaient bouger pour qu'ils ressemblent à des vêtements. Entre chaque motif, il y avait un foulard crème qui se mouvait.",0.92248195,B1,"Il y avait une grande exposition de soies, de satins et de velours avec des couleurs jolies. Les velours étaient noirs et blancs, les satins étaient roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Les employés les faisaient bouger pour qu'ils ressemblent à des vêtements. Entre chaque motif, il y avait un foulard crème qui se mouvait.",0.92248195,B1,"Il y avait une grande exposition de soies, de satins et de velours avec des couleurs jolies. Les velours étaient noirs et blancs, les satins étaient roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Les employés les faisaient bouger pour qu'ils ressemblent à des vêtements. Entre chaque motif, il y avait un foulard crème qui se mouvait.",0.92248195,B1
"Quand la chimie sera cultivée habituellement d'une manière plus rationnelle, l'art des expériences y sera, sans doute, mieux entendu et plus efficacement employé.",C2,"Quand la chimie sera mieux organisée, les scientifiques pourront mieux comprendre et utiliser les expériences.",0.90732676,B2,"Si la chimie est mieux rangée, les scientifiques pourront mieux comprendre et utiliser les expériences.",0.90492994,B2,"Si les choses de la chimie sont bien rangées, les scientifiques peuvent mieux comprendre et utiliser les expériences.",0.8863798,B2,"Si les matériaux de la chimie sont bien rangés, les scientifiques peuvent mieux comprendre et utiliser les expériences.",0.87976074,B2,"Si les choses de la chimie sont bien rangées, les scientifiques peuvent mieux comprendre et utiliser les expériences.",0.8863798,B2,"Si les matériaux de la chimie sont bien rangés, les scientifiques peuvent mieux comprendre et utiliser les expériences.",0.87976074,B2,"Si les choses de la chimie sont bien rangées, les scientifiques peuvent mieux comprendre et utiliser les expériences.",0.8863798,B2,"Si les matériaux de la chimie sont bien rangés, les scientifiques peuvent mieux comprendre et utiliser les expériences.",0.87976074,B2,"Si les choses de la chimie sont bien rangées, les scientifiques peuvent mieux comprendre et utiliser les expériences.",0.8863798,B2,"Si les matériaux de la chimie sont bien rangés, les scientifiques peuvent mieux comprendre et utiliser les expériences.",0.87976074,B2
"Le développement des recherches chimiques tend à montrer clairement la nullité radicale d'une telle division, puisque la première partie empiète continuellement sur la seconde, qui serait déjà presque toutàfait absorbée, si elle n'eût, en partie, réparé ses pertes, en s'alimentant, à son tour, aux dépens de la physiologie.",C2,"Les recherches en chimie montrent que la distinction entre les deux domaines n'est pas si claire, car la première partie s'étend constamment sur la seconde qui serait presque complètement absorbée si elle ne récupérait pas en partie ses pertes en se nourrissant elle-même des autres domaines.",0.93981934,C2,"Les scientifiques en chimie disent que les deux parties ne sont pas si distinctes, car la première s'étend et la seconde se nourrit des autres domaines pour ne pas disparaître complètement.",0.9000114,B2,"Les scientifiques en chimie pensent que les deux parties ne sont pas si différentes, car la première s'étend et la seconde utilise d'autres domaines pour ne pas disparaître complètement.",0.89669824,B2,"Les scientifiques en chimie disent que les deux parties ne sont pas si différentes, car la première s'étend et la seconde utilise d'autres domaines pour ne pas disparaître complètement.",0.89567184,B2,"Les scientifiques en chimie pensent que les deux parties ne sont pas si différentes, car la première s'étend et la seconde utilise d'autres domaines pour ne pas disparaître complètement.",0.89669824,B2,"Les scientifiques en chimie disent que les deux parties ne sont pas si différentes, car la première s'étend et la seconde utilise d'autres domaines pour ne pas disparaître complètement.",0.89567184,B2,"Les scientifiques en chimie pensent que les deux parties ne sont pas si différentes, car la première s'étend et la seconde utilise d'autres domaines pour ne pas disparaître complètement.",0.89669824,B2,"Les scientifiques en chimie disent que les deux parties ne sont pas si différentes, car la première s'étend et la seconde utilise d'autres domaines pour ne pas disparaître complètement.",0.89567184,B2,"Les scientifiques en chimie pensent que les deux parties ne sont pas si différentes, car la première s'étend et la seconde utilise d'autres domaines pour ne pas disparaître complètement.",0.89669824,B2,"Les scientifiques en chimie disent que les deux parties ne sont pas si différentes, car la première s'étend et la seconde utilise d'autres domaines pour ne pas disparaître complètement.",0.89567184,B2
"La chimie, au con traire, fait concourir simultanément tous nos sens à l'analyse de ses phénomènes.",C2,"La chimie, quand on la regarde de près, fait que tout le monde utilise tous ses sens pour comprendre ce qu'elle fait.",0.8838751,B1,"La chimie, quand on la regarde bien, aide à comprendre ce qu'elle fait avec tous ses sens.",0.9023779,B1,La chimie est intéressante quand on la regarde bien et elle nous aide à comprendre ce qu'elle fait.,0.879434,B1,La chimie est amusante quand on la regarde bien et elle nous aide à comprendre ce qu'elle fait.,0.8839327,B1,La chimie est amusante quand on la regarde bien et elle nous aide à comprendre ce qu'elle fait.,0.88393277,B1,La chimie est amusante quand on la regarde bien et elle nous aide à comprendre ce qu'elle fait.,0.8839327,B1,La chimie est amusante quand on la regarde bien et elle nous aide à comprendre ce qu'elle fait.,0.8839327,B1,La chimie est amusante quand on la regarde bien et elle nous aide à comprendre ce qu'elle fait.,0.8839327,B1,La chimie est amusante quand on la regarde bien et elle nous aide à comprendre ce qu'elle fait.,0.8839327,B1,La chimie est amusante quand on la regarde bien et elle nous aide à comprendre ce qu'elle fait.,0.8839327,B1
