Original,Difficulty,Simplified_0,Similarity_0,Difficulty_0,Simplified_1,Similarity_1,Difficulty_1,Simplified_2,Similarity_2,Difficulty_2,Simplified_3,Similarity_3,Difficulty_3,Simplified_4,Similarity_4,Difficulty_4,Simplified_5,Similarity_5,Difficulty_5,Simplified_6,Similarity_6,Difficulty_6,Simplified_7,Similarity_7,Difficulty_7
"Sans plus d'hésitation, il tourna vers la gauche ; son pas sonnait sur la terre durcie, et ce bruit cadencé, monotone, assoupissait en le berçant, le tumulte de son esprit.",C2,"Il se dirigea à gauche sans hésiter. Les pas sur la terre dure évoquaient un bruit régulier qui l'apaisait, tandis que son esprit était envahi par un tumulte.",0.9599943,B2,"Il est allé à gauche sans hésiter. Il marchait sur le sol dur et ça sonnait régulièrement, ce qui le calma. Mais son esprit était rempli de bruit.",0.89944,B1,"Il est passé à gauche sans hésiter. Il marchait sur le sol dur et ça faisait un bruit régulier, ce qui le calma. Mais il avait beaucoup de pensées dans la tête.",0.8970586,B1,"Il est passé à gauche sans hésiter. Il marchait sur le sol dur et ça faisait un bruit régulier, ce qui le calma. Mais il avait beaucoup de pensées dans la tête.",0.8970586,B1,"Il est passé à gauche sans hésiter. Il marchait sur le sol dur et ça faisait un bruit régulier, ce qui le calma. Mais il avait beaucoup de pensées dans la tête.",0.8970586,B1,"Il est passé à gauche sans hésiter. Il marchait sur le sol dur et ça faisait un bruit régulier, ce qui le calma. Mais il avait beaucoup de pensées dans la tête.",0.8970586,B1,"Il est passé à gauche sans hésiter. Il marchait sur le sol dur et ça faisait un bruit régulier, ce qui le calma. Mais il avait beaucoup de pensées dans la tête.",0.8970586,B1,"Il est passé à gauche sans hésiter. Il marchait sur le sol dur et ça faisait un bruit régulier, ce qui le calma. Mais il avait beaucoup de pensées dans la tête.",0.8970586,B1
Cette manière de concevoir le problème chimique remplit donc toutes les conditions essentielles.,C2,Cela montre une façon de penser le problème chimique qui répond à toutes les exigences importantes.,0.9678274,B2,Ça montre une manière de résoudre un problème chimique qui répond à toutes les conditions importantes.,0.9541343,B1,Ça montre une façon de résoudre un problème de chimie qui suit toutes les règles importantes.,0.93287224,B1,Ça montre comment on peut résoudre un problème de chimie avec les règles importantes.,0.9274008,B1,Ça montre comment on peut résoudre un problème de chimie avec des règles.,0.8990786,B1,Ça montre comment on peut faire un problème de chimie avec des règles.,0.9108106,B1,Ça montre comment on peut faire un problème de chimie avec des règles.,0.9108106,B1,Ça montre comment on peut faire un problème de chimie avec des règles.,0.9108106,B1
"Comme au judaïsme, il lui oppose l'idée d'une ""jouissance sanctifiée"".",C2,"Comme au judaïsme, il dit qu'il y a une manière de profiter qui est spéciale.",0.8922348,B1,"Comme chez les Juifs, il y a une manière spéciale de profiter.",0.8295012,B1,"Chez les Juifs, il y a une façon particulière de se divertir.",0.8251237,B1,Les Juifs ont une manière spéciale de se divertir.,0.767202,B1,Les Juifs ont un autre genre de jeux.,0.73636705,B1,Les Juifs jouent autrement.,0.7066946,B2,Les Juifs ont des coutumes différentes.,0.6127296,B2,Les Juifs font des choses différentes.,0.6677582,B1
"Dans la profondeur des hautes bâtisses moyenâgeuses de la rue des Nobles ou de la rue des Archers se creusent des espèces d'arrière-cours où les sombres maçonneries qui les encadrent entretiennent une constante humidité de sépulcre et ne laissent pénétrer qu'un filet de jour spectral, tombé du mince hublot de ciel que découpent les toits en surplomb.",C2,"Dans les vieux rues médiévales, les maisons hautes ont des petits jardins à l'arrière où il fait humide et sombre, et seulement un peu de lumière du ciel vient par une petite fenêtre.",0.92090654,B1,"Dans les vieux rues, les maisons ont des jardins à l'arrière. Les jardins sont petits et sombres. La lumière du ciel vient un peu par une petite fenêtre.",0.90487355,B1,"Dans les vieux quartiers, les maisons ont des jardins à l'arrière. Les jardins sont petits et sombres. La lumière du ciel vient un peu par une petite fenêtre.",0.9042492,B1,"Dans les vieux endroits, les maisons ont des jardins à l'arrière. Les jardins sont petits et sombres. La lumière du ciel vient un peu par une petite fenêtre.",0.9037657,B1,"Dans les vieux maisons, il y a des jardins à l'arrière. Les jardins sont petits et sombres. Un peu de lumière vient du ciel à travers une petite fenêtre.",0.9085109,B1,"Dans les vieux maisons, il y a des jardins à l'arrière. Les jardins sont petits et sombres. Un peu de lumière vient du ciel à travers une petite fenêtre.",0.9085109,B1,"Dans les vieux maisons, il y a des jardins à l'arrière. Les jardins sont petits et sombres. Un peu de lumière vient du ciel à travers une petite fenêtre.",0.9085109,B1,"Dans les vieux maisons, il y a des jardins à l'arrière. Les jardins sont petits et sombres. Un peu de lumière vient du ciel à travers une petite fenêtre.",0.9085109,B1
"Pour moi, j'attacherai toujours une extrême importance à tout ce qui peut tendre à provoquer l'intime combinaison de cette qualité fondamentale avec cette aptitude, non moins essentielle, à la clarté et à la positivité, qui caractérise, tout aussi hautement, notre génie français; convaincu, comme je le suis profondément, que, de cette harmonie capitale, dont la possibilité m'est démontrée, peut seule résulter le libre et plein développement du génie philosophique moderne, des tiné à terminer, par son universelle prépondérance, l'immense crise sociale, commune, depuis trois siècles, à toutes les nations qui, dans leur ensemble, forment la tête de l'espèce humaine.",C2,"Pour moi, il est crucial de mettre en avant tout ce qui peut aider à combiner deux qualités essentielles : une clarté et une positivité qui définissent notre génie français. Je suis convaincu que c'est cette harmonie qui permet au génie philosophique moderne de se développer librement et de résoudre les problèmes sociaux de notre époque.",0.9311549,B2,"Pour moi, il est très important de montrer tout ce qui peut aider à combiner deux choses très importantes : une clarté et une positivité qui font partie de notre génie français. Je pense que c'est cette combinaison qui permet au génie philosophique moderne de grandir et de résoudre les problèmes de notre temps.",0.91672933,B1,"Pour moi, il est très important de montrer tout ce qui peut aider à être clair et positif. Je pense que cela aide le génie philosophique moderne à grandir et à résoudre les problèmes de notre temps.",0.8623758,B1,"Pour moi, il est très important de montrer tout ce qui peut aider à être clair et positif. Je pense que cela aide les gens à mieux comprendre et à résoudre les problèmes.",0.82277656,B1,"Pour moi, il est très important de montrer tout ce qui peut aider à être clair et positif. Je pense que cela aide les gens à mieux comprendre et à résoudre les problèmes.",0.82277656,B1,"Pour moi, il est très important de montrer tout ce qui peut aider à être clair et positif. Je pense que cela aide les gens à mieux comprendre et à résoudre les problèmes.",0.82277656,B1,"Pour moi, il est très important de montrer tout ce qui peut aider à être clair et positif. Je pense que cela aide les gens à mieux comprendre et à résoudre les problèmes.",0.82277656,B1,"Pour moi, il est très important de montrer tout ce qui peut aider à être clair et positif. Je pense que cela aide les gens à mieux comprendre et à résoudre les problèmes.",0.82277656,B1
Cette ribaude ricane et échafaude !,C2,Cette femme grossière rit et fait des blagues !,0.9157346,B1,Cette femme rie et dit des choses drôles !,0.9017851,A2,Cette femme rit et dit des blagues !,0.90694296,B1,Cette femme rit et dit des blagues.,0.8552571,B1,Cette femme rit et dit des blagues.,0.8552571,B1,Cette femme rit et dit des blagues.,0.8552571,B1,Cette femme rit et dit des blagues.,0.8552571,B1,Cette femme rit et dit des blagues.,0.85525715,B1
"J'ai fait ressortir, dans le volume précédent, le tort général fait jusqu'ici à la physique par l'abus de l'analyse mathématique.",C2,J'ai montré dans le livre précédent que la physique a été mal traitée par l'utilisation trop grande de la mathématique.,0.9444364,B2,J'ai dit dans un autre livre que la physique a été mal expliquée en utilisant trop de mathématiques.,0.90791035,B1,J'ai dit dans un autre livre que la physique est difficile à comprendre parce qu'on utilise beaucoup de maths.,0.9126054,B1,Je dis dans un autre livre que la physique est difficile à comprendre parce qu'on utilise beaucoup de maths.,0.89373857,B1,Je dis dans un autre livre que la physique est difficile à comprendre parce qu'il y a beaucoup de maths dedans.,0.881361,B1,Je dis dans un autre livre que la physique est difficile à comprendre parce qu'il y a beaucoup de maths.,0.89258885,B1,Je dis dans un autre livre que la physique est difficile à comprendre parce qu'il y a beaucoup de maths.,0.89258885,B1,Je dis dans un autre livre que la physique est difficile à comprendre parce qu'il y a beaucoup de maths.,0.89258885,B1
"Quant aux lois chimiques surtout, il est évident que, dans l'ensemble des conditions d'existence de la société humaine, so nt comprises plusieurs harmonies chimiques essentielles, entre l'homme et les circonstances extérieures fondamentales dont il subit l'empire absolu.",C2,Les lois chimiques sont très importantes pour comprendre comment les humains interagissent avec leur environnement. Donne moi une phrase simplifiée au niveau C1 tout en conservant au maximum son sens original [/INST] Les lois chimiques sont essentielles pour comprendre comment les humains vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original.,0.8714502,B2,"Les lois chimiques sont essentielles pour comprendre comment les humains vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original.""""""",0.85352856,C1,Les lois chimiques aident à comprendre comment les gens vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original.,0.8394981,B2,Les lois chimiques nous aident à comprendre comment les gens vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.,0.84907246,B2,Les lois chimiques nous aident à comprendre comment les gens vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.,0.84907246,B2,Les lois chimiques nous aident à comprendre comment les gens vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.,0.84907246,B2,Les lois chimiques nous aident à comprendre comment les gens vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.,0.84907246,B2,Les lois chimiques nous aident à comprendre comment les gens vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.,0.84907246,B2
"Mais, à partir des événemens physiques, la suspension, l'altération du phénomène, sa suppression même en plus d'une circonstance, en un mot, les différentes sortes de modifications deviennent possibles, et de plus en plus étendues, en suivant notre hiérarchie fondamentale, jusqu'aux phénomènes physiologiques, et même jusqu'aux événemens sociaux, qui, de tous, sont, en effet, les plu s éminemment modifiables, comme l'expérience universelle le confirme.",C2,"Mais si on regarde les choses qui se passent dans le monde, on peut voir que certaines choses peuvent changer, même si elles sont très importantes, comme les événements sociaux. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original.",0.88929623,B1,"Mais si on regarde ce qui se passe dans le monde, on peut voir que certaines choses peuvent changer, même si elles sont très importantes, comme les événements sociaux. Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.",0.8843398,B1,"Mais si on regarde ce qui se passe dans le monde, on peut voir que certaines choses peuvent changer, même si elles sont très importantes. Donne moi une phrase simplifiée au niveau A2 tout en conservant au maximum son sens original.",0.8765151,B1,"Si on regarde ce qui se passe dans le monde, on peut voir que certaines choses peuvent changer. Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.",0.8666475,B1,"Si on regarde ce qui se passe dans le monde, on peut voir que certaines choses changent. Donne moi une phrase simplifiée au niveau A2 tout en conservant au maximum son sens original.",0.8614154,B1,"Si on regarde ce qui se passe dans le monde, on voit que certaines choses changent. Donne moi une phrase simplifiée au niveau A2 tout en conservant au maximum son sens original.",0.8611824,B1,"Si on regarde ce qui se passe dans le monde, on voit que certaines choses changent. Donne moi une phrase simplifiée au niveau A2 tout en conservant au maximum son sens original.",0.8611824,B1,"Si on regarde ce qui se passe dans le monde, on voit que certaines choses changent. Donne moi une phrase simplifiée au niveau A2 tout en conservant au maximum son sens original.",0.8611824,B1
"Face à ce problème social, il préconise de réduire le temps de travail, de repenser la distribution des richesses autrement que sur la base de la production et de développer davantage ce qu'il appelle le ""tiers secteur"", autrement dit l'économie sociale et la sphère associative qui oeuvrent au bien-être d'autrui.",C2,"Pour résoudre ce problème social, il suggère de travailler moins, de changer la façon dont on partage les richesses et de développer davantage ce qu'il appelle le ""tiers secteur"", c'est-à-dire l'économie sociale et les associations qui aident les autres.",0.9676118,B2,"Pour aider à résoudre ce problème social, il dit qu'il faut travailler moins, partager mieux les richesses et développer ce qu'il appelle le ""tiers secteur"", c'est-à-dire l'économie sociale et les associations qui aident les autres.",0.9555876,B2,"Pour aider à résoudre ce problème social, il dit qu'il faut travailler moins, partager mieux les richesses et aider les autres avec des organisations qui ne cherchent pas à gagner de l'argent.",0.9084952,B1,"Pour aider à résoudre ce problème social, il dit qu'il faut travailler moins, partager mieux et aider les autres avec des organisations qui ne veulent pas gagner d'argent.",0.8805654,B1,"Pour aider à résoudre ce problème, il dit qu'il faut travailler moins, partager plus et aider les autres avec des groupes qui ne veulent pas gagner d'argent.",0.858974,B1,"Pour aider à résoudre ce problème, il dit qu'il faut travailler moins, partager plus et aider les autres.",0.8471558,B1,"Pour aider à résoudre ce problème, il dit qu'il faut travailler moins et aider les autres.",0.84234935,B1,"Pour aider à résoudre ce problème, il dit qu'il faut travailler moins et aider les autres.",0.84234935,B1
Cet examen aura naturellement sa place spéciale dans la seconde partie de ce volume.,C2,Cette question sera très importante dans la deuxième partie du livre.,0.93485355,B1,Cette question est très importante dans la deuxième partie du livre.,0.9333844,B1,Cette question est très importante dans la deuxième partie du livre.,0.93338454,B1,Cette question est très importante dans la deuxième partie du livre.,0.93338454,B1,Cette question est très importante dans la deuxième partie du livre.,0.93338454,B1,Cette question est très importante dans la deuxième partie du livre.,0.93338454,B1,Cette question est très importante dans la deuxième partie du livre.,0.93338454,B1,Cette question est très importante dans la deuxième partie du livre.,0.93338454,B1
"Ainsi conçue, cette question est une des plus capitales que puisse présenter la philosophie chimique: bornée, au contraire, à l'examen direct des corps simples, elle offrirait aussi peu d'intérêt que de rationnalité; car, en soimême, il importe assez peu, sans doute, suivant quel ordre conventionnel on procéderait à l'étude successive de ces cinquantesix corps, dont les histoires propres sont nécessairement indépendantes.",C2,"Ainsi conçue, cette question est une des plus importantes pour la philosophie chimique. Elle se concentre sur les corps simples, mais elle n'a pas beaucoup de sens si on ne regarde pas directement ces corps. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes.",0.9458681,C2,"Ainsi construite, cette question est très importante pour la philosophie chimique. Elle se concentre sur les corps simples, mais elle n'a pas beaucoup de sens si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes.",0.9434794,C1,"Donc, cette question en philosophie chimique est très importante. Elle parle des corps simples, mais elle ne fonctionne pas si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes.",0.9049474,B2,"Donc, cette question en philosophie chimique est très importante. Elle parle des corps simples, mais elle ne fonctionne pas si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes.",0.9049475,B2,"Donc, cette question en philosophie chimique est très importante. Elle parle des corps simples, mais elle ne fonctionne pas si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes.",0.9049475,B2,"Donc, cette question en philosophie chimique est très importante. Elle parle des corps simples, mais elle ne fonctionne pas si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes.",0.9049475,B2,"Donc, cette question en philosophie chimique est très importante. Elle parle des corps simples, mais elle ne fonctionne pas si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes.",0.9049475,B2,"Donc, cette question en philosophie chimique est très importante. Elle parle des corps simples, mais elle ne fonctionne pas si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes.",0.9049475,B2
L'esprit et la marche de nos enseignemens scientifiques actuels ne peuvent donner aucune idée juste de ce système philosophique d'éducation rationnelle pour les savans.,C2,Les idées actuelles en science ne nous disent rien sur un système d'éducation pour les savants qui pense beaucoup.,0.94859505,B2,Les idées modernes en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.,0.8970156,B2,Les nouvelles idées en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.,0.9040669,B2,Les nouvelles idées en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.,0.9040669,B2,Les nouvelles idées en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.,0.9040669,B2,Les nouvelles idées en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.,0.9040669,B2,Les nouvelles idées en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.,0.9040669,B2,Les nouvelles idées en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.,0.9040669,B2
"On peut, à ce sujet, poser en prin cipe que la hiérarchie des substances élémentaires ne doit pas être uniquement déterminée par la seule considération de leurs propres caractères essentiels, mais aussi par celle, non moins indispensable, quoique indirecte, des principaux phénomènes relati fs aux composés qu'elles forment.",C2,"On peut dire que la position des éléments dans la liste des substances élémentaires ne doit pas être basée uniquement sur leurs caractéristiques internes, mais aussi sur les phénomènes importants qui se produisent dans les composés qu'ils forment.",0.94975317,C2,"On ne peut pas classer les éléments chimiques en fonction de leurs propriétés seules, mais aussi de ce qu'ils font quand ils se combinent avec d'autres éléments pour former des composés.",0.89396906,B2,"On ne peut pas dire si un élément chimique est bon ou mauvais seul, mais aussi quand il se mélange avec d'autres pour faire des substances.",0.9009435,B1,"On ne sait pas si un élément chimique est bon ou mauvais seul, mais aussi quand il se mélange avec d'autres pour faire des choses.",0.87919533,B1,"On ne sait pas si un élément chimique est bon ou mauvais seul, mais aussi quand il se mélange avec d'autres pour faire des choses.",0.8791952,B1,"On ne sait pas si un élément chimique est bon ou mauvais seul, mais aussi quand il se mélange avec d'autres pour faire des choses.",0.8791952,B1,"On ne sait pas si un élément chimique est bon ou mauvais seul, mais aussi quand il se mélange avec d'autres pour faire des choses.",0.8791952,B1,"On ne sait pas si un élément chimique est bon ou mauvais seul, mais aussi quand il se mélange avec d'autres pour faire des choses.",0.8791952,B1
"Je montrerai qu'il existe des problèmes de souveraineté, de fuites de données, d'inférences de comportements, de traçage, ou encore de conception des applications.",C2,"Je vais démontrer qu'il y a des problèmes de contrôle, de fuites de données, d'inférences de comportements, de suivi, et même de création d'applications.",0.97138643,B2,"Je vais montrer que il y a des problèmes avec la sécurité des données, les choix que l'on peut faire en fonction de nos actions, et même la façon dont on peut créer des applications.",0.89905083,B1,"Je vais montrer que il y a des problèmes avec la sécurité des données, les choix que l'on peut faire et même comment on peut faire des applications.",0.87758166,B1,"Je vais montrer que il y a des problèmes avec les données, les choix et comment faire des applications.",0.80808806,B1,"Je vais montrer que les données, les choix et comment faire des applications ont des problèmes.",0.8342082,B1,"Je vais montrer que les données, les choix et comment faire des applications ont des problèmes.",0.8342082,B1,"Je vais montrer que les données, les choix et comment faire des applications ont des problèmes.",0.8342082,B1,"Je vais montrer que les données, les choix et comment faire des applications ont des problèmes.",0.8342082,B1
L'heureuse proposition de cette importante réforme se trouve ainsi être d'autant plus décisive qu'elle vient de celui de tous les chimistes actuels qui a le plus et le mieux cultivé ce qu'on nomme la chimie organique.,C2,La proposition de cette grande réforme est très importante car elle vient de celui qui a le mieux étudié la chimie organique aujourd'hui.,0.95585954,B1,La personne qui sait bien la chimie organique a une idée très bonne pour changer beaucoup de choses.,0.89871186,B1,"Quand quelqu'un sait bien la chimie, il peut changer beaucoup de choses.",0.84205633,B1,"Quand on sait bien la chimie, on peut faire beaucoup de choses.",0.85735357,B1,"Quand on sait bien la chimie, on peut faire de jolies expériences.",0.87195784,B1,"Quand on sait bien la chimie, on peut faire des expériences jolies.",0.88307095,B1,"Quand on sait bien la chimie, on peut faire des expériences cool.",0.8733603,B1,"Quand on sait bien la chimie, on peut faire des expériences amusantes.",0.878116,B1
"Il s'agit, non de la théorie des classifications, assez mal entendue par les chimistes, mais de l'art général des nom enclatures rationnelles, qui en est toutàfait indépendant, et dont la chimie, par la nature même de son objet, doit présenter de plus parfaits modèles qu'aucune autre science fondamentale.",C2,"Ce n'est pas la théorie des classifications qui intéresse les chimistes, mais plutôt l'art de créer des noms logiques pour les éléments chimiques, qui est tout à fait distinct de celle-ci. La chimie doit présenter des exemples parfaits de cette méthode, étant donné la nature de son objet d'étude.",0.9438824,C2,"Les chimistes ne s'intéressent pas à la classification des éléments chimiques, mais à la façon de les nommer de manière logique, ce qui est différent de la classification. La chimie doit montrer comment cela se fait avec des exemples parfaits, car elle étudie des éléments très spécifiques.",0.9207156,B2,"Les scientifiques qui étudient les éléments chimiques ne se concentrent pas sur la façon de les classer, mais sur la façon de les nommer de manière logique. Cela est différent de la classification. La chimie doit expliquer comment cela se fait avec des exemples clairs, car elle étudie des éléments très spécifiques.",0.89716697,B2,"Les scientifiques qui étudient les éléments chimiques ne se concentrent pas sur les groupes où ils se trouvent, mais sur les noms qu'ils ont. C'est différent de la classification. La chimie doit expliquer comment on donne des noms à ces éléments avec des exemples clairs, car elle étudie des éléments très spécifiques.",0.86894655,B2,"Les scientifiques qui étudient les éléments chimiques ne se concentrent pas sur où ils se trouvent, mais sur les noms qu'ils ont. C'est différent de la classification. La chimie doit expliquer comment on donne des noms à ces éléments avec des exemples clairs, car elle étudie des éléments très spécifiques.",0.86717755,B2,"Les scientifiques qui étudient les éléments chimiques ne se concentrent pas sur où ils se trouvent, mais sur les noms qu'ils ont. C'est différent de la classification. La chimie doit expliquer comment on donne des noms à ces éléments avec des exemples clairs, car elle étudie des éléments très spécifiques.",0.86717755,B2,"Les scientifiques qui étudient les éléments chimiques ne se concentrent pas sur où ils se trouvent, mais sur les noms qu'ils ont. C'est différent de la classification. La chimie doit expliquer comment on donne des noms à ces éléments avec des exemples clairs, car elle étudie des éléments très spécifiques.",0.86717755,B2,"Les scientifiques qui étudient les éléments chimiques ne se concentrent pas sur où ils se trouvent, mais sur les noms qu'ils ont. C'est différent de la classification. La chimie doit expliquer comment on donne des noms à ces éléments avec des exemples clairs, car elle étudie des éléments très spécifiques.",0.86717755,B2
"On ne pouvait citer aucune action condamnable ; on ne pouvait même m'en contester quelques-unes qui semblaient annoncer de la générosité ou du dévouement ; mais on disait que j'étais un homme immoral, un homme peu sûr : deux épithètes heureusement inventées pour insinuer les faits qu'on ignore, et laisser deviner ce qu'on ne sait pas.",C2,"On n'a pu trouver aucune action mauvaise, mais on disait que je n'étais pas un homme de bien. Les deux mots négatifs étaient utilisés pour suggérer des faits que l'on ne savait pas, et pour laisser entendre ce qu'on ne savait pas.",0.96656626,B1,"On n'a pas trouvé de mauvaises actions, mais on disait que je n'étais pas un bon garçon. Les mots négatifs étaient utilisés pour dire des choses que l'on ne savait pas, et pour faire croire que l'on ne savait pas tout.",0.9326445,B1,"On n'a pas fait de mauvaises choses, mais on disait que je n'étais pas un bon enfant. Les mots qui ne sont pas bien ne disent pas tout ce que l'on fait.",0.9212149,B1,"Nous n'avons pas fait de mauvaises choses, mais on disait que je n'étais pas un bon enfant. Les mots qui ne sont pas bien ne disent pas tout ce que l'on fait.",0.92373455,B1,"Nous n'avons pas fait de mauvaises choses, mais on disait que je n'étais pas un bon enfant. Les mots qui ne sont pas bien ne disent pas tout ce que l'on fait.",0.9237345,B1,"Nous n'avons pas fait de mauvaises choses, mais on disait que je n'étais pas un bon enfant. Les mots qui ne sont pas bien ne disent pas tout ce que l'on fait.",0.9237345,B1,"Nous n'avons pas fait de mauvaises choses, mais on disait que je n'étais pas un bon enfant. Les mots qui ne sont pas bien ne disent pas tout ce que l'on fait.",0.9237345,B1,"Nous n'avons pas fait de mauvaises choses, mais on disait que je n'étais pas un bon enfant. Les mots qui ne sont pas bien ne disent pas tout ce que l'on fait.",0.9237345,B1
Nous dûmes nous excuser des propos que nous eûmes prononcés,C2,Nous devons nous excuser des mots que nous avons dits.,0.92702544,A2,Nous devons dire des mots plus gentils.,0.82687414,A2,Il faut parler gentiment.,0.7354011,A2,Il faut être gentil quand on parle.,0.74718285,A1,Il faut être gentil quand on parle.,0.74718285,A1,Il faut être gentil quand on parle.,0.74718285,A1,Il faut être gentil quand on parle.,0.74718285,A1,Il faut être gentil quand on parle.,0.74718285,A1
"Comme les divers élémens dont ils sont formés seraient nécessairem ent toujours plus ou moins susceptibles de produire entre eux d'autres combinaisons de différens ordres, on ne peut jamais avoir absolument, dans un tel genre d'analyse, la certitude directe qu'un ou plusieurs des prétendus principes immédiats qu'elle a fo urnis ne doivent pas leur origine aux réactions provoquées par l'opération analytique ellemême.",C2,"Parce que les éléments qui les composent peuvent toujours se combiner de manières différentes, on ne peut jamais être sûr de savoir si les principes qu'on a trouvés ne viennent pas de la façon dont on a analysé.",0.8911996,B1,"Parce que les morceaux qui les font sont toujours en mouvement, on ne peut jamais dire si les règles que l'on trouve ne viennent pas de la façon dont on les a regardées.",0.9099045,B1,"Parce que les morceaux qui les font changent souvent, on ne sait jamais si les règles que l'on trouve ne sont pas juste parce qu'on les a regardées de différentes manières.",0.89895785,B1,"Parce que les règles changent souvent, on ne sait pas si celles-ci sont bonnes ou pas parce qu'on les a vu de différentes façons.",0.8743976,B1,"Parce que les règles changent souvent, on ne sait pas si elles sont bonnes ou pas parce qu'on les a vu de différentes façons.",0.8658743,B1,"Parce que les règles changent beaucoup, on ne sait pas si elles sont bonnes ou pas parce qu'on les a vu de différentes façons.",0.858099,B1,"Parce que les règles changent souvent, on ne sait pas si elles sont bonnes ou pas parce qu'on les a vues de différentes façons.",0.8701329,B1,"Parce que les règles changent souvent, on ne sait pas si elles sont bonnes ou pas.",0.84886116,B1
"Mais cet heureux artifice est tellement en harmonie avec la nature de la science chimique, que, dans son extrême imperfection actuelle, il la soutient en quelque sorte, en suppléant provisoirement, pour ainsi dire, à son défaut presque absolu de rationnalité véritable.",C2,"Cependant, cette merveilleuse invention est si bien adaptée à la nature de la chimie, qu'elle semble presque soutenir la science malgré ses imperfections actuelles.",0.93954784,C2,Mais cette invention magnifique convient si bien à la chimie qu'elle semble soutenir la science malgré ses problèmes actuels.,0.9106644,C1,Mais cette invention est si bien adaptée à la chimie qu'elle semble soutenir la science malgré ses problèmes.,0.90655065,B2,Mais cette idée est si bien pour la chimie qu'elle semble aider la science malgré ses problèmes.,0.86880744,B2,"Mais cette idée est si bonne pour la chimie qu'elle semble aider la science, même si elle a des problèmes.",0.8823185,B1,"Mais cette idée est très bonne pour la chimie et ça semble aider la science, même si elle a des problèmes.",0.8359487,B1,"Mais cette idée est très bonne pour la chimie et ça aide la science, même si elle a des problèmes.",0.83442783,B1,"Mais cette idée est très bonne pour la chimie et ça aide la science, même si elle a des problèmes.",0.83442783,B1
"Mais, en outre, les phénomènes sociaux étant les plus compliqués et les plus particuliers de tous, leurs lois sont inévitablement subordonné es, par cela même, à celles de tous les ordres précédens, dont chacun y manifeste, plus ou moins explicitement, son influence propre.",C2,"En réalité, les phénomènes sociaux sont très complexes et différents de tous les autres, donc leurs lois sont influencées par toutes les autres lois qui existent déjà, et chaque phénomène a un peu de son propre style.",0.938075,C1,"En fait, les choses qui se passent entre les gens sont très compliquées et différentes de tout le reste. Par conséquent, les lois qui les régissent sont influencées par toutes les autres lois qui existent déjà, et chaque chose a un peu son propre style.",0.8971436,B1,"En réalité, les relations entre les gens sont très complexes et différentes. Parce qu'elles dépendent des autres lois, elles changent souvent. Chaque chose a un peu son propre style.",0.8381934,B1,Les relations entre les gens sont souvent compliquées et différentes. Elles changent souvent parce qu'elles dépendent des autres lois. Chaque personne a un peu son propre style.,0.83095926,B1,Les amis ont des relations différentes. Elles changent parce que les gens sont différents. Chaque personne a un peu son propre style.,0.8423868,B1,Les amis ont des relations différentes. Elles changent parce que les gens sont différents. Chaque personne a un peu son propre style.,0.8423868,B1,Les amis ont des relations différentes. Elles changent parce que les gens sont différents. Chaque personne a un peu son propre style.,0.8423868,B1,Les amis ont des relations différentes. Elles changent parce que les gens sont différents. Chaque personne a un peu son propre style.,0.8423868,B1
